Team,Avg Win RP,Avg Auto RP,Avg Climb RP
frc3284,1.170731707,0.487804878,0.048780488
frc6025,1.368421053,0.368421053,0.105263158
frc2096,0.976744186,0.488372093,0
frc2990,1.391304348,0.826086957,0.02173913
frc6907,1.4,0.9,0.05
frc7034,1,0.608695652,0.195652174
frc1156,1.3125,0.625,0.09375
frc1810,1,0.5,0.045454545
frc6803,1.4,0.566666667,0.033333333
frc2283,1.151515152,0.363636364,0
frc6014,0.909090909,0.318181818,0.045454545
frc5854,0.647058824,0.352941176,0
frc3711,1.260869565,0.630434783,0.086956522
frc1984,0.818181818,0.681818182,0.045454545
frc7140,1.090909091,0.409090909,0.045454545
frc3397,1.172413793,0.517241379,0.103448276
frc2583,0.909090909,0.454545455,0.090909091
frc7293,0.818181818,0.363636364,0.045454545
frc7039,1.11627907,0.604651163,0.093023256
frc5576,1.4,0.75,0.15
frc6950,1,0.3,0
frc4054,0.888888889,0.444444444,0.111111111
frc4646,0.952380952,0.571428571,0
frc3633,1.473684211,0.526315789,0.052631579
frc6164,0.888888889,0.555555556,0.111111111
frc6419,0.888888889,0.222222222,0
frc6412,0.444444444,0.111111111,0
frc4506,0.888888889,0.333333333,0.055555556
frc2526,1.444444444,0.277777778,0.111111111
frc4260,0.666666667,0.222222222,0
frc1710,1.125,0.53125,0.09375
frc3026,1.222222222,0.777777778,0
frc2874,0.761904762,0.333333333,0.047619048
frc5906,0.444444444,0.111111111,0
frc2530,0.8,0.35,0.05
frc6424,1.170731707,0.536585366,0.097560976
frc5837,0.444444444,0.111111111,0
frc967,1.142857143,0.19047619,0
frc7122,1.111111111,0.222222222,0
frc6371,0.444444444,0,0.111111111
frc1985,0.842105263,0.105263158,0
frc6379,0.666666667,0.222222222,0
frc2957,0.888888889,0.333333333,0
frc525,1.333333333,0.766666667,0.166666667
frc6467,1.333333333,0.666666667,0
frc6889,1.111111111,0.111111111,0
frc6320,0.444444444,0.222222222,0
frc2410,1.333333333,0.476190476,0.095238095
frc4818,1.2,0.6,0.15
frc5935,0.888888889,0.555555556,0.111111111
frc6391,0.947368421,0.421052632,0
frc5690,1,0.5,0
frc7141,0.222222222,0,0
frc6455,0.444444444,0.111111111,0
frc6536,0.222222222,0.222222222,0
frc931,1.157894737,0.421052632,0.105263158
frc6420,1.047619048,0.333333333,0
frc7142,1.333333333,0.222222222,0
frc5991,0.222222222,0.444444444,0
frc4500,0.736842105,0.210526316,0
frc3206,0.947368421,0.368421053,0
frc4329,0.736842105,0.157894737,0
frc6630,0.947368421,0.578947368,0.210526316
frc1094,0.947368421,0.473684211,0.052631579
frc6359,0.857142857,0.523809524,0
frc6317,1.047619048,0.619047619,0
frc1982,1.096774194,0.677419355,0
frc4021,0.9,0.45,0.15
frc5041,0.736842105,0.368421053,0.052631579
frc7309,0.888888889,0.222222222,0
frc4959,1.142857143,0.571428571,0.047619048
frc1566,0.666666667,0.333333333,0.083333333
frc3243,0.8,0.35,0
frc3562,1.090909091,0.181818182,0
frc3245,0.9,0.55,0.05
frc5933,0.7,0.5,0.1
frc3513,0.727272727,0.454545455,0.181818182
frc3239,1.161290323,0.580645161,0.129032258
frc2594,1.1,0.45,0.1
frc4585,0.8,0.4,0
frc4598,0.7,0.4,0.05
frc6358,0.7,0.4,0.05
frc6680,0.363636364,0.181818182,0
frc115,1.5,0.4,0.15
frc7148,1.090909091,0.545454545,0.090909091
frc1891,0.9,0.5,0.25
frc1983,1.368421053,0.649122807,0.122807018
frc5871,0.6,0.25,0.05
frc1569,0.909090909,0.545454545,0.181818182
frc4175,1.272727273,0.727272727,0.181818182
frc6411,1.3125,0.53125,0.03125
frc5461,1,0.45,0.15
frc101,0.8,0.5,0.1
frc4292,0.6,0.4,0
frc6906,0.4,0.4,0.1
frc3352,0.454545455,0.363636364,0
frc2022,0.9,0.35,0
frc4702,1,0.5,0
frc5125,0.6,0.5,0
frc2151,0.4,0.2,0
frc2704,0.727272727,0.227272727,0.045454545
frc5847,1.181818182,0.681818182,0.045454545
frc3734,0.6,0.4,0
frc1511,1.5,0.65,0.05
frc3061,0.842105263,0.421052632,0
frc677,1.052631579,0.684210526,0.105263158
frc3110,0.4,0.5,0.1
frc2010,0.6,0.6,0.05
frc2136,1,0.6,0
frc6487,0.857142857,0.428571429,0
frc5013,1.454545455,0.590909091,0.045454545
frc2905,0.8125,0.375,0.125
frc6421,0.9,0.45,0.05
frc2040,1.272727273,0.636363636,0.045454545
frc4269,0.631578947,0.157894737,0.052631579
frc1781,0.9,0.5,0.05
frc4787,1.090909091,0.363636364,0.045454545
frc4979,0.8,0.5,0.1
frc2709,0.4,0.3,0
frc7237,0.8,0.4,0
frc4241,1.090909091,0.363636364,0.090909091
frc4213,1.181818182,0.727272727,0.136363636
frc2725,1,0.4,0
frc5934,1,0.7,0.2
frc3488,0.8,0.6,0.1
frc6991,1.047619048,0.380952381,0.047619048
frc5350,0.8,0.3,0
frc2358,0.909090909,0.409090909,0.045454545
frc5442,1,0.863636364,0.181818182
frc269,1.7,0.7,0.05
frc3067,0.8,0.3,0
frc2039,1,0.35,0
frc4356,0.909090909,0.590909091,0
frc6651,1,0.318181818,0
frc4296,0.909090909,0.636363636,0.045454545
frc1329,0.636363636,0.363636364,0.045454545
frc648,1.181818182,0.5,0.090909091
frc6874,0.833333333,0.416666667,0
frc4156,0.333333333,0.333333333,0.083333333
frc4764,0.545454545,0.454545455,0
frc2169,1.0625,0.40625,0.09375
frc4330,0.727272727,0.409090909,0
frc81,0.5,0.166666667,0
frc4314,0.833333333,0.5,0.083333333
frc4212,0.666666667,0.583333333,0.083333333
frc4143,1.363636364,0.636363636,0.045454545
frc5188,1.055555556,0.638888889,0.194444444
frc2171,1,0.75,0.166666667
frc2867,0.888888889,0.722222222,0.194444444
frc3147,0.944444444,0.666666667,0.111111111
frc3487,0.944444444,0.777777778,0.138888889
frc6956,0.722222222,0.611111111,0.055555556
frc4580,0.944444444,0.666666667,0.055555556
frc461,0.944444444,0.611111111,0.083333333
frc4272,1.333333333,0.805555556,0.166666667
frc3947,0.5,0.611111111,0.138888889
frc5403,1.083333333,0.75,0.145833333
frc1720,0.956521739,0.695652174,0.347826087
frc1529,0.5,0.388888889,0.027777778
frc3176,1.166666667,0.694444444,0.083333333
frc135,0.944444444,0.444444444,0.222222222
frc1501,1.222222222,0.666666667,0.166666667
frc4485,0.944444444,0.666666667,0.055555556
frc5010,1.277777778,0.805555556,0.138888889
frc4103,1.222222222,0.722222222,0.138888889
frc2197,0.5,0.583333333,0
frc4982,0.833333333,0.458333333,0
frc6721,0.666666667,0.666666667,0.041666667
frc6012,0.75,0.458333333,0.041666667
frc2405,0.944444444,0.361111111,0.027777778
frc226,1.133333333,0.75,0.1
frc292,0.75,0.708333333,0
frc3865,0.666666667,0.416666667,0
frc1646,0.833333333,0.5,0
frc4008,1,0.583333333,0.166666667
frc6451,0.75,0.583333333,0.083333333
frc2960,1.111111111,0.75,0.083333333
frc3559,0.833333333,0.625,0.041666667
frc4381,1.083333333,0.8125,0.145833333
frc3180,0.583333333,0.458333333,0.083333333
frc6498,0.583333333,0.708333333,0.166666667
frc5944,0.583333333,0.375,0.083333333
frc3655,0.791666667,0.541666667,0.0625
frc5614,1.393939394,0.757575758,0.03030303
frc3316,1.348837209,0.651162791,0.093023256
frc4416,0.941176471,0.352941176,0
frc2212,0.96969697,0.757575758,0.060606061
frc7112,0.96969697,0.363636364,0.03030303
frc3083,0.941176471,0.529411765,0.117647059
frc6230,0.96969697,0.515151515,0.03030303
frc1580,0.727272727,0.454545455,0.060606061
frc6741,0.848484848,0.393939394,0.03030303
frc3835,1.333333333,0.545454545,0
frc4586,1.212121212,0.424242424,0.03030303
frc7067,1.023255814,0.534883721,0.023255814
frc4744,0.666666667,0.424242424,0.03030303
frc6736,0.848484848,0.424242424,0.060606061
frc6104,1.352941176,0.529411765,0.058823529
frc2231,1.441860465,0.697674419,0.093023256
frc2230,1,0.411764706,0.058823529
frc5654,1.11627907,0.813953488,0.11627907
frc3034,1.03030303,0.393939394,0.03030303
frc5554,1.272727273,0.727272727,0.068181818
frc7079,0.88372093,0.627906977,0.093023256
frc2679,0.941176471,0.441176471,0.058823529
frc5990,1.03030303,0.484848485,0.060606061
frc1657,1.151515152,0.575757576,0.03030303
frc4590,0.727272727,0.545454545,0.03030303
frc5951,0.96969697,0.454545455,0.03030303
frc1942,0.727272727,0.424242424,0.060606061
frc5635,1.333333333,0.484848485,0.03030303
frc4320,0.787878788,0.424242424,0.090909091
frc7177,0.727272727,0.454545455,0.060606061
frc3211,0.909090909,0.484848485,0.090909091
frc5038,0.787878788,0.484848485,0.03030303
frc3065,0.909090909,0.484848485,0.03030303
frc5715,0.909090909,0.606060606,0.121212121
frc6740,0.909090909,0.242424242,0.060606061
frc2630,1.363636364,0.636363636,0.181818182
frc4319,0.545454545,0.454545455,0
frc4757,0.727272727,0.136363636,0
frc5928,0.727272727,0.363636364,0
frc1937,1,0.318181818,0
frc6738,0.727272727,0.363636364,0
frc1576,0.818181818,0.318181818,0.045454545
frc4338,0.636363636,0.318181818,0
frc4649,0.727272727,0.181818182,0
frc6049,0.545454545,0.272727273,0
frc1943,0.434782609,0.260869565,0
frc5636,0.727272727,0.454545455,0
frc6149,1,0.181818182,0
frc1954,0.818181818,0.181818182,0
frc4661,0.727272727,0.272727273,0
frc3388,1,0.318181818,0.045454545
frc5747,0.909090909,0.181818182,0
frc5135,0.454545455,0.272727273,0.136363636
frc1573,0.727272727,0.454545455,0.045454545
frc7302,0.545454545,0.409090909,0
frc6739,0.727272727,0.363636364,0
frc7286,0.545454545,0.318181818,0.090909091
frc4784,0.818181818,0.454545455,0
frc1944,0.636363636,0.363636364,0
frc7083,0.818181818,0.318181818,0
frc7331,1.111111111,0.444444444,0
frc6103,0.888888889,0.444444444,0.111111111
frc5997,0.947368421,0.368421053,0.263157895
frc3468,0.444444444,0.333333333,0
frc2078,1.111111111,0.333333333,0
frc7094,1.111111111,0.444444444,0
frc3606,1.111111111,0.333333333,0
frc4336,0.444444444,0.444444444,0
frc4335,0.444444444,0,0
frc5819,0.888888889,0.333333333,0
frc5863,0.888888889,0.333333333,0
frc1927,0.888888889,0.333333333,0
frc5965,0.222222222,0.111111111,0
frc281,1.111111111,0.5,0.111111111
frc4053,1.333333333,0.444444444,0
frc4353,0.666666667,0.333333333,0
frc7275,1.111111111,0.666666667,0
frc4978,1.2,0.5,0
frc4107,0.888888889,0.222222222,0
frc7316,0.666666667,0.222222222,0
frc5892,1.090909091,0.318181818,0
frc3946,1.111111111,0.333333333,0
frc6923,0.666666667,0.111111111,0
frc6068,0.888888889,0.555555556,0
frc5168,0.444444444,0.111111111,0
frc5785,0.444444444,0.111111111,0
frc6489,0.888888889,0.111111111,0
frc2221,1.2,0.2,0
frc7288,0.444444444,0.222222222,0
frc4179,0,0.222222222,0
frc5864,1.111111111,0.222222222,0
frc6677,0.888888889,0.333333333,0
frc2333,1.259259259,0.555555556,0.037037037
frc5953,0.666666667,0.333333333,0
frc590,0.444444444,0.555555556,0.111111111
frc6652,0.533333333,0.3,0.033333333
frc2523,0.916666667,0.375,0.041666667
frc7259,0.416666667,0.416666667,0
frc6301,0.833333333,0.208333333,0
frc3597,1.083333333,0.375,0.041666667
frc6201,1.166666667,0.583333333,0.083333333
frc2423,0.916666667,0.291666667,0
frc5491,0.666666667,0.25,0.083333333
frc1965,0.916666667,0.375,0.041666667
frc1922,0.75,0.333333333,0.041666667
frc5347,0.916666667,0.583333333,0.041666667
frc5752,0.666666667,0.375,0
frc2342,1,0.5,0.083333333
frc246,1.166666667,0.541666667,0.041666667
frc1721,1.25,0.375,0.125
frc7126,0.916666667,0.25,0
frc97,0.833333333,0.291666667,0
frc885,1,0.125,0
frc7269,0.833333333,0.416666667,0
frc3467,1.166666667,0.5,0
frc6161,0.75,0.583333333,0
frc4929,0.666666667,0.125,0.041666667
frc4311,0.583333333,0.416666667,0
frc6529,0.583333333,0.25,0
frc7240,0.916666667,0.416666667,0.083333333
frc5494,0.916666667,0.458333333,0
frc3499,0.666666667,0.166666667,0
frc6763,1.5,0.638888889,0.083333333
frc238,1.379310345,0.672413793,0.137931034
frc6690,0.75,0.291666667,0.041666667
frc4034,0.916666667,0.416666667,0
frc5563,1.25,0.333333333,0
frc2713,0.916666667,0.583333333,0.041666667
frc1761,0.666666667,0.208333333,0
frc2084,1,0.375,0.041666667
frc4151,0.916666667,0.166666667,0
frc2079,0.75,0.5,0
frc23,1.25,0.458333333,0
frc6224,1.25,0.375,0
frc6337,0.833333333,0.416666667,0
frc1735,0.416666667,0.458333333,0
frc4796,0.916666667,0.291666667,0
frc4761,0.75,0.458333333,0.041666667
frc6620,0.666666667,0.333333333,0
frc3566,0.833333333,0.375,0
frc2168,1.482758621,0.706896552,0.068965517
frc6731,0.666666667,0.375,0
frc6153,1.083333333,0.5,0
frc4041,1,0.666666667,0.138888889
frc4169,0.75,0.375,0.041666667
frc6172,1.083333333,0.375,0
frc166,0.583333333,0.208333333,0
frc121,0.833333333,0.5,0
frc2648,1,0.458333333,0
frc4908,1.25,0.416666667,0
frc5112,1,0.333333333,0
frc5000,1.111111111,0.527777778,0.111111111
frc4176,0.888888889,0.5,0.111111111
frc1757,0.666666667,0.416666667,0
frc6324,0.833333333,0.666666667,0
frc3205,0.75,0.333333333,0
frc811,1.166666667,0.583333333,0.055555556
frc5459,0.833333333,0.208333333,0.083333333
frc4473,0.833333333,0.5,0.166666667
frc6762,1,0.166666667,0
frc319,1.517241379,0.724137931,0.379310345
frc1474,0.75,0.375,0.041666667
frc1058,1.333333333,0.472222222,0.083333333
frc6335,1.083333333,0.25,0.041666667
frc5556,0.666666667,0.375,0.041666667
frc2876,1.083333333,0.5,0.041666667
frc5122,0.5,0.375,0
frc1289,0.888888889,0.527777778,0.055555556
frc5735,0.888888889,0.805555556,0.055555556
frc4906,1,0.375,0
frc509,1.166666667,0.416666667,0.083333333
frc1153,0.777777778,0.777777778,0.027777778
frc213,1.166666667,0.625,0.041666667
frc4048,0.75,0.541666667,0
frc3466,0.833333333,0.541666667,0
frc2370,1.277777778,0.722222222,0.111111111
frc1768,0.833333333,0.5,0.083333333
frc3719,0.75,0.375,0.041666667
frc172,0.916666667,0.416666667,0
frc1786,0.583333333,0.25,0
frc7164,0.75,0.375,0.041666667
frc1350,0.5,0.458333333,0
frc716,1,0.458333333,0
frc1277,0.833333333,0.25,0
frc3623,1.086956522,0.608695652,0.130434783
frc4564,1.5,0.75,0.027777778
frc2262,0.916666667,0.458333333,0
frc4042,0.75,0.458333333,0
frc1831,0.75,0.375,0
frc61,1.277777778,0.777777778,0.055555556
frc1729,1.304347826,0.739130435,0.130434783
frc2964,0.666666667,0.416666667,0
frc2961,1.083333333,0.208333333,0
frc6239,0.916666667,0.25,0
frc6863,0.5,0.416666667,0
frc5549,0.916666667,0.458333333,0
frc3389,1,0.333333333,0
frc3650,0.5,0.166666667,0.041666667
frc3748,0.666666667,0.125,0
frc3714,0.333333333,0.333333333,0
frc5841,0.777777778,0.388888889,0.027777778
frc1915,1,0.5,0
frc2421,1,0.333333333,0.041666667
frc2849,0.916666667,0.5,0
frc6505,0.666666667,0.416666667,0.041666667
frc3941,1.25,0.375,0
frc6213,0.666666667,0.333333333,0
frc449,0.833333333,0.375,0.041666667
frc4949,0.583333333,0.166666667,0
frc4137,0.75,0.333333333,0
frc2988,0.75,0.375,0
frc686,0.916666667,0.583333333,0
frc6584,0.666666667,0.375,0
frc4464,0.666666667,0.25,0
frc2819,0.916666667,0.375,0
frc1719,0.666666667,0.333333333,0
frc2912,0.583333333,0.208333333,0.041666667
frc1895,0.916666667,0.291666667,0
frc6893,0.75,0.166666667,0.041666667
frc2900,0.75,0.208333333,0.083333333
frc4821,1.083333333,0.125,0
frc3373,0.75,0.333333333,0
frc1389,0.75,0.25,0.041666667
frc2186,1.083333333,0.125,0.041666667
frc4514,1,0.166666667,0
frc5633,1,0.375,0.083333333
frc3451,0.833333333,0.291666667,0
frc4925,0.833333333,0.291666667,0.041666667
frc3609,1.083333333,0.25,0.083333333
frc5471,0.916666667,0.166666667,0
frc4555,0.5,0.375,0
frc4958,1,0.166666667,0
frc4546,0.916666667,0.375,0
frc3930,0.833333333,0.388888889,0.055555556
frc5265,0.833333333,0.416666667,0.041666667
frc5506,0.75,0.208333333,0.041666667
frc5547,1.166666667,0.416666667,0.041666667
frc6097,0.833333333,0.333333333,0
frc2246,0.916666667,0.333333333,0
frc6088,1.083333333,0.375,0
frc5534,0.777777778,0.722222222,0.111111111
frc6638,0.75,0.333333333,0
frc6545,0.916666667,0.25,0.041666667
frc4983,1.222222222,0.583333333,0.055555556
frc5193,1.222222222,0.416666667,0.333333333
frc7244,0.833333333,0.416666667,0.055555556
frc5661,0.666666667,0.416666667,0.083333333
frc6557,0.916666667,0.25,0
frc6611,0.5,0.291666667,0
frc7020,0.583333333,0.125,0
frc7150,0.75,0.375,0.041666667
frc6077,1.347826087,0.804347826,0.152173913
frc3537,1.083333333,0.375,0
frc7171,0.416666667,0.333333333,0.041666667
frc5110,0.75,0.375,0
frc7084,1,0.541666667,0.041666667
frc7213,0.777777778,0.555555556,0.138888889
frc5230,0.944444444,0.638888889,0.166666667
frc6637,0.944444444,0.472222222,0.027777778
frc5156,0.833333333,0.125,0.041666667
frc6493,1.333333333,0.333333333,0.041666667
frc7155,0.833333333,0.291666667,0
frc5525,1.25,0.5,0.125
frc3603,1.055555556,0.444444444,0.111111111
frc6075,0.5,0.208333333,0
frc5697,0.833333333,0.375,0.041666667
frc3322,1.166666667,0.625,0
frc7154,1.166666667,0.375,0
frc7156,0.666666667,0.166666667,0
frc6074,0.666666667,0.291666667,0
frc6067,1.083333333,0.5,0.041666667
frc7172,0.833333333,0.166666667,0
frc5619,0.833333333,0.333333333,0
frc7145,0.75,0.25,0
frc6116,0.666666667,0.333333333,0
frc6615,1.083333333,0.333333333,0
frc5046,1.277777778,0.638888889,0.111111111
frc5901,1.166666667,0.458333333,0.083333333
frc313,0.916666667,0.458333333,0
frc6528,0.666666667,0.375,0.041666667
frc5065,0.75,0.166666667,0
frc815,1.083333333,0.458333333,0
frc5530,1.166666667,0.638888889,0.027777778
frc5467,0.944444444,0.416666667,0.055555556
frc4998,0.916666667,0.458333333,0.041666667
frc5217,1.083333333,0.25,0
frc4838,0.833333333,0.208333333,0.041666667
frc66,1.333333333,0.638888889,0.083333333
frc4395,1.166666667,0.444444444,0
frc6057,0.75,0.208333333,0.041666667
frc4737,1.083333333,0.166666667,0
frc4840,0.583333333,0.25,0
frc5577,1.25,0.416666667,0.041666667
frc5915,0.777777778,0.333333333,0.111111111
frc240,0.75,0.458333333,0.041666667
frc6152,0.5,0.291666667,0
frc5090,0.913043478,0.52173913,0.065217391
frc6013,0.583333333,0.25,0.041666667
frc4680,0.869565217,0.5,0.130434783
frc6616,0.916666667,0.375,0
frc7175,0.75,0.541666667,0.041666667
frc6570,0.75,0.166666667,0.041666667
frc5053,1.333333333,0.541666667,0.041666667
frc1481,1.25,0.208333333,0
frc6136,0.583333333,0.291666667,0
frc3096,1.166666667,0.125,0
frc818,1,0.291666667,0.083333333
frc453,0.666666667,0.25,0.041666667
frc6099,1.055555556,0.444444444,0.083333333
frc6532,0.75,0.125,0.041666667
frc5197,0.583333333,0.041666667,0
frc5756,0.75,0.25,0.041666667
frc6567,1.166666667,0.166666667,0
frc7206,1.333333333,0.333333333,0.041666667
frc5555,0.833333333,0.5,0.027777778
frc2591,1,0.333333333,0.041666667
frc2673,0.666666667,0.208333333,0.041666667
frc123,0.833333333,0.333333333,0.055555556
frc5225,0.666666667,0.125,0
frc2224,0.916666667,0.458333333,0.041666667
frc5214,0.916666667,0.041666667,0
frc7224,0.666666667,0.583333333,0
frc6096,0.75,0,0.041666667
frc4851,0.75,0.375,0
frc7143,0.916666667,0.458333333,0
frc6958,0.833333333,0.208333333,0
frc3098,1.47826087,0.760869565,0.391304348
frc2048,0.833333333,0.25,0.041666667
frc5532,0.75,0.166666667,0.041666667
frc3398,0.75,0.25,0.083333333
frc7188,0.916666667,0.291666667,0.041666667
frc3632,0.75,0.083333333,0.083333333
frc5478,1.083333333,0.125,0.083333333
frc4758,0.916666667,0.125,0
frc6566,1.083333333,0.25,0.041666667
frc5239,0.416666667,0.25,0.041666667
frc4815,0.75,0.166666667,0.041666667
frc7056,0.777777778,0.638888889,0.166666667
frc7187,1.055555556,0.722222222,0.222222222
frc7226,0.739130435,0.543478261,0.260869565
frc6087,0.777777778,0.555555556,0.111111111
frc2474,1.347826087,0.913043478,0.130434783
frc5709,0.611111111,0.416666667,0.111111111
frc6117,0.944444444,0.583333333,0.222222222
frc1596,1.166666667,0.666666667,0.083333333
frc5501,1.416666667,0.666666667,0.166666667
frc6090,1.489361702,0.787234043,0.276595745
frc4819,1.111111111,0.472222222,0.111111111
frc4216,1.166666667,0.805555556,0.166666667
frc1701,0.944444444,0.555555556,0.222222222
frc5980,0.782608696,0.804347826,0.173913043
frc5155,1.333333333,0.777777778,0.194444444
frc5084,1.277777778,0.638888889,0.055555556
frc5509,1,0.555555556,0.138888889
frc4970,1.166666667,0.805555556,0.138888889
frc4391,1.173913043,0.760869565,0.217391304
frc1506,1.608695652,0.782608696,0.130434783
frc5535,1.222222222,0.472222222,0.194444444
frc7054,1.166666667,0.555555556,0.138888889
frc7234,0.777777778,0.583333333,0.138888889
frc5523,0.777777778,0.694444444,0.222222222
frc5314,1.222222222,0.666666667,0.055555556
frc3667,1.217391304,0.673913043,0.086956522
frc6112,1,0.583333333,0.027777778
frc85,1.52173913,0.869565217,0.195652174
frc5462,1,0.472222222,0.166666667
frc3770,1.173913043,0.717391304,0.173913043
frc6100,1.277777778,0.583333333,0.166666667
frc4994,1.111111111,0.611111111,0.138888889
frc5843,1.166666667,0.75,0.055555556
frc5150,1.111111111,0.638888889,0.166666667
frc6861,1.111111111,0.722222222,0.138888889
frc5424,1.055555556,0.555555556,0.166666667
frc5152,1.333333333,0.694444444,0.166666667
frc6573,1.055555556,0.638888889,0.138888889
frc7248,0.666666667,0.638888889,0.194444444
frc5927,0.888888889,0.388888889,0.166666667
frc314,1.206896552,0.75862069,0.172413793
frc4377,0.944444444,0.388888889,0.222222222
frc3546,1.347826087,0.804347826,0.152173913
frc7211,0.777777778,0.416666667,0.138888889
frc3641,1.418181818,0.763636364,0.2
frc4779,1.111111111,0.805555556,0.138888889
frc5114,1.103448276,0.706896552,0.25862069
frc5560,1.055555556,0.472222222,0.083333333
frc7256,0.833333333,0.444444444,0.083333333
frc2145,1.277777778,0.5,0.138888889
frc5675,1.391304348,0.717391304,0.217391304
frc7144,0.944444444,0.638888889,0.111111111
frc573,1.130434783,0.695652174,0.152173913
frc7178,1,0.583333333,0.138888889
frc2959,1.166666667,0.625,0.166666667
frc6618,1.086956522,0.630434783,0.152173913
frc201,0.944444444,0.777777778,0.083333333
frc2619,0.833333333,0.638888889,0.055555556
frc3617,0.75,0.125,0
frc4827,0.75,0.291666667,0
frc904,1,0.5,0.027777778
frc4835,1,0.458333333,0
frc4375,1.25,0.291666667,0.083333333
frc6079,1,0.208333333,0
frc5702,1.083333333,0.458333333,0
frc4715,0.75,0.291666667,0
frc6345,0.5,0.25,0.041666667
frc6113,1,0.333333333,0
frc5072,0.916666667,0.25,0.041666667
frc6569,0.916666667,0.291666667,0
frc5213,0.75,0.291666667,0
frc5706,0.583333333,0.25,0
frc3602,1.166666667,0.416666667,0
frc6581,0.916666667,0.25,0.041666667
frc5989,0.583333333,0.25,0.041666667
frc5486,0.833333333,0.375,0
frc4956,0.944444444,0.444444444,0
frc6558,0.75,0.333333333,0.041666667
frc5161,1,0.541666667,0.041666667
frc5231,0.5,0.458333333,0.041666667
frc5255,1,0.583333333,0
frc4382,0.833333333,0.291666667,0.041666667
frc6852,0.944444444,0.638888889,0.027777778
frc107,1.166666667,0.666666667,0.027777778
frc6963,0.75,0.416666667,0
frc6914,0.555555556,0.472222222,0.055555556
frc5162,0.833333333,0.75,0
frc6610,0.75,0.375,0
frc6597,0.833333333,0.166666667,0
frc7210,0.5,0.458333333,0.083333333
frc7073,0.5,0.583333333,0.041666667
frc858,1.055555556,0.5,0.111111111
frc5248,0.833333333,0.541666667,0
frc6561,0.583333333,0.5,0
frc4337,0.833333333,0.5,0.125
frc6114,0.611111111,0.416666667,0
frc6089,0.833333333,0.166666667,0.041666667
frc3570,1.166666667,0.583333333,0.083333333
frc5173,0.916666667,0.708333333,0.083333333
frc5660,0.75,0.25,0.041666667
frc6582,1,0.708333333,0
frc5175,1,0.541666667,0
frc5714,0.75,0.25,0
frc6020,0.916666667,0.458333333,0
frc6649,0.75,0.333333333,0
frc1896,1.083333333,0.291666667,0
frc5878,0.583333333,0.458333333,0
frc4376,1,0.291666667,0
frc6556,0.833333333,0.5,0
frc5183,1,0.25,0
frc6005,1.083333333,0.166666667,0
frc4398,1.083333333,0.208333333,0
frc5086,0.916666667,0.458333333,0.083333333
frc5066,0.916666667,0.416666667,0.041666667
frc2676,0.75,0.416666667,0.083333333
frc1188,1,0.458333333,0.041666667
frc6029,0.583333333,0.458333333,0
frc4810,0.823529412,0.529411765,0.088235294
frc5263,0.916666667,0.583333333,0
frc6591,1.083333333,0.5,0.041666667
frc7174,0.916666667,0.5,0
frc280,0.666666667,0.458333333,0.041666667
frc830,0.833333333,0.541666667,0.083333333
frc1528,0.666666667,0.333333333,0.041666667
frc6101,0.75,0.541666667,0.125
frc4453,0.666666667,0.166666667,0
frc3875,1.083333333,0.458333333,0.083333333
frc6550,1.166666667,0.25,0
frc6580,0.416666667,0.416666667,0
frc6568,0.583333333,0.416666667,0
frc5204,0.833333333,0.541666667,0.083333333
frc6092,0.666666667,0.416666667,0
frc1940,0.916666667,0.208333333,0.041666667
frc6011,0.833333333,0.375,0
frc6043,1.083333333,0.416666667,0.041666667
frc6053,0.75,0.25,0
frc5623,1.083333333,0.416666667,0.041666667
frc1243,1,0.541666667,0
frc6094,1.083333333,0.416666667,0.041666667
frc1677,0.833333333,0.291666667,0.041666667
frc6138,0.833333333,0.375,0.041666667
frc4408,0.666666667,0.458333333,0
frc6137,0.5,0.333333333,0
frc5194,0.75,0.5,0.041666667
frc5559,0.5,0.291666667,0
frc6425,0.916666667,0.333333333,0
frc6119,0.666666667,0.416666667,0
frc6588,0.75,0.5,0
frc1254,1,0.375,0.041666667
frc7101,0.583333333,0.333333333,0
frc1504,1,0.375,0.041666667
frc6066,0.5,0.208333333,0
frc4380,0.583333333,0.625,0
frc3234,1,0.333333333,0.166666667
frc5926,0.666666667,0.333333333,0
frc5235,0.916666667,0.416666667,0
frc6631,0.75,0.166666667,0
frc5774,0.916666667,0.5,0.041666667
frc5238,1.25,0.458333333,0.041666667
frc6085,1,0.25,0.083333333
frc6954,0.666666667,0.208333333,0
frc6073,0.666666667,0.333333333,0.083333333
frc6635,0.833333333,0.291666667,0.041666667
frc7192,0.583333333,0.458333333,0.041666667
frc5533,1.083333333,0.583333333,0.041666667
frc5201,0.75,0.416666667,0
frc6531,0.916666667,0.333333333,0
frc5664,0.416666667,0.625,0.083333333
frc3458,0.5,0.5,0.083333333
frc4482,1,0.333333333,0.041666667
frc5316,0.833333333,0.333333333,0.041666667
frc4325,1.25,0.375,0.125
frc5963,0.666666667,0.583333333,0
frc5473,0.833333333,0.625,0.041666667
frc5470,0.75,0.541666667,0.083333333
frc6600,0.666666667,0.291666667,0.041666667
frc6428,0.666666667,0.583333333,0.083333333
frc6002,1.083333333,0.5,0.041666667
frc5069,0.75,0.541666667,0.083333333
frc5256,0.666666667,0.333333333,0
frc5567,1.294117647,0.735294118,0.235294118
frc6065,0.916666667,0.625,0.041666667
